Date,Description,Debit,Credit,Balance,Category,SubCategory
5/08/2024,Visa Purchase                 01Aug North Adelaide News  North Ade,6,,13279.09,Entertainment & Recreation,Books & Subscriptions
5/08/2024,Visa Purchase                 01Aug Beam Mobility Austra -,4.06,,13285.09,Bills & Payments,Telecommunications
5/08/2024,Eftpos Debit                  04Aug09:25 Bakery On O'Connell   North Adelaidsa Au,18.48,,13289.15,Food & Beverage,Food & Groceries
3/08/2024,Visa Purchase                 01Aug Patreon* Membership  Internet,36.85,,13307.63,Entertainment & Recreation,TV
3/08/2024,Visa Purchase                 01Aug Alh Venues/123 Oconn Nrth Adel,26.4,,13344.48,Transport & Travel,Hotels and Accommodation
3/08/2024,Visa Purchase                 31Jul Color Club Pty Ltd   North Ade,25.25,,13370.88,Retail & Personal,Retail (shopping)
3/08/2024,Visa Purchase                 01Aug Alh Venues/123 Oconn Nrth Adel,10.8,,13396.13,Transport & Travel,Hotels and Accommodation
3/08/2024,Eftpos Debit                  03Aug19:22 Bakery On O'Connell   North Adelaidsa Au,9.09,,13406.93,Food & Beverage,Food & Groceries
3/08/2024,Eftpos Debit                  03Aug19:19 Indii Flavours Pty \North Adelaide    Au,99.69,,13416.02,Food & Beverage,Dining out
2/08/2024,Visa Purchase                 30Jul Wellington Hotel     North Ade,83,,13515.71,Food & Beverage,Beverages
2/08/2024,Visa Purchase                 30Jul Wellington Hotel     North Ade,20.5,,13598.71,Food & Beverage,Beverages
2/08/2024,Visa Purchase                 30Jul Bakery On O'Connell  North Ade,18.99,,13619.21,Food & Beverage,Food & Groceries
2/08/2024,Visa Purchase                 30Jul Amazon Marketplace A Sydney So,15.98,,13638.2,Retail & Personal,Retail (shopping)
2/08/2024,Visa Purchase                 31Jul Zlr*Haru Sushi       North Ade,10,,13654.18,Food & Beverage,Dining out
1/08/2024,Visa Purchase                 29Jul Costco Wholesale Aus Kilburn,212.92,,13664.18,Food & Beverage,Food & Groceries
1/08/2024,Visa Purchase                 29Jul Amazon Marketplace A Sydney So,51.25,,13877.1,Retail & Personal,Retail (shopping)
1/08/2024,Visa Purchase                 29Jul Momoshi Pty Ltd      Kilburn,22.74,,13928.35,Food & Beverage,Dining out
1/08/2024,Visa Purchase                 29Jul Bakery On O'Connell  North Ade,22.22,,13951.09,Food & Beverage,Food & Groceries
1/08/2024,Visa Purchase                 30Jul Nth Adel Foodland    North Ade,15.52,,13973.31,Food & Beverage,Food & Groceries
1/08/2024,Atm Withdrawal                01Aug17:35 Banksa                Adelaide     5  Au,300,,13988.83,Withdrawals & Transfers,ATM & EFTPOS
1/08/2024,Eftpos Debit                  01Aug16:19 Ozt*The Angels - 50 No\,200,,14288.83,Entertainment & Recreation,Sports & Leisure
31/07/2024,Visa Purchase                 29Jul Krung Thep           North Ade,97.42,,14488.83,Food & Beverage,Dining out
31/07/2024,Visa Purchase                 29Jul Kmart 1223           Kilburn,29,,14586.25,Retail & Personal,Retail (shopping)
31/07/2024,Visa Purchase                 29Jul Nth Adel Foodland    North Ade,24.29,,14615.25,Food & Beverage,Food & Groceries
31/07/2024,Visa Purchase                 28Jul Nth Adel Foodland    North Ade,18.98,,14639.54,Food & Beverage,Food & Groceries
31/07/2024,Visa Purchase                 27Jul Nth Adel Foodland    North Ade,12.35,,14658.52,Food & Beverage,Food & Groceries
31/07/2024,Osko Withdrawal               31Jul17:24 2Nd Fix Hardware Pty Ltd,11857.44,,14670.87,Withdrawals & Transfers,Withdrawal
31/07/2024,Internet Deposit              31Jul13:35 From 0280074494440,,20000,26528.31,Deposits,Deposit
30/07/2024,Visa Purchase                 27Jul The Coffee Bean Shop Welland,27.74,,6528.31,Food & Beverage,Beverages
30/07/2024,Visa Purchase                 26Jul Crown And Anchor Hot Adelaide,18.22,,6556.05,Food & Beverage,Dining out
30/07/2024,Visa Purchase                 27Jul Thompsons Fruit & Ve Adelaide,11.61,,6574.27,Food & Beverage,Food & Groceries
30/07/2024,Visa Purchase                 26Jul Crown And Anchor Hot Adelaide,9.11,,6585.88,Food & Beverage,Dining out
30/07/2024,Visa Purchase                 27Jul House Of Health Coll Adelaide,8.8,,6594.99,Food & Beverage,Food & Groceries
30/07/2024,Visa Purchase                 27Jul Bobo & Associates Pt Adelaide,8,,6603.79,Retail & Personal,Retail (shopping)
30/07/2024,Visa Purchase                 25Jul Airport Retail Enter Melbourne,6.98,,6611.79,Food & Beverage,Dining out
30/07/2024,Visa Purchase                 27Jul Neuronau* Temphold-K Hawthorn,5.59,,6618.77,Transport & Travel,Vehicle Expenses
29/07/2024,Visa Purchase                 26Jul Nth Adel Foodland    North Ade,76.82,,6624.36,Food & Beverage,Food & Groceries
29/07/2024,Visa Purchase                 26Jul Sq *Glam Medical Spa North Ade,45,,6701.18,Retail & Personal,Retail (shopping)
29/07/2024,Atm Withdrawal                29Jul15:28 Atmx 139 Oconnell St   North Adelaid08Au,500,,6746.18,Withdrawals & Transfers,ATM & EFTPOS
29/07/2024,Eftpos Debit                  29Jul11:57 Costco Kilburn Adelaidkilburn      Sa Au,63,,7246.18,Food & Beverage,Food & Groceries
29/07/2024,Eftpos Debit                  28Jul16:35 Kx Pilates Nth Adelaide\,310,,7309.18,Retail & Personal,Health & Fitness
27/07/2024,Visa Purchase                 25Jul Zlr*The Grace-Melbou Melbourne,43.6,,7619.18,Food & Beverage,Food & Groceries
26/07/2024,Foreign Currency Conversn Fee,1.27,,7662.78,Fees & Charges,Fees & Charges
26/07/2024,Visa Purchase O/Seas          24Jul Hkd219.00 Duty Zero By Cdf,42.46,,7664.05,Retail & Personal,Retail (shopping)
26/07/2024,Eftpos Debit                  26Jul17:15 Neuronau* Trip-95\,6.61,,7706.51,Transport & Travel,Vehicle Expenses
26/07/2024,Osko Withdrawal               26Jul12:29 The Garage Door Guys,2095,,7713.12,Withdrawals & Transfers,Withdrawal
26/07/2024,Eftpos Debit                  26Jul08:23 Bakery On O'Connell   North Adelaidsa Au,6.16,,9808.12,Food & Beverage,Food & Groceries
24/07/2024,Foreign Currency Conversn Fee,0.48,,9814.28,Fees & Charges,Fees & Charges
24/07/2024,Visa Purchase O/Seas          21Jul Usd10.75 Mta*Lirr Station Tix,16.1,,9814.76,Transport & Travel,Public transport
19/07/2024,Foreign Currency Conversn Fee,1.48,,9830.86,Fees & Charges,Fees & Charges
19/07/2024,Visa Purchase O/Seas          17Jul Usd33.20 Barney Greengrass,49.46,,9832.34,Food & Beverage,Dining out
19/07/2024,Visa Purchase                 16Jul Telstra Prepaid      Melbourne,35,,9881.8,Bills & Payments,Telecommunications
19/07/2024,Foreign Currency Conversn Fee,0.74,,9916.8,Fees & Charges,Fees & Charges
19/07/2024,Visa Purchase O/Seas          17Jul Usd16.86 Tst* Just Salad - Ue,24.98,,9917.54,Food & Beverage,Dining out
17/07/2024,Visa Purchase                 14Jul Telstra Prepaid      Melbourne,25,,9942.52,Bills & Payments,Telecommunications
16/07/2024,Visa Purchase                 13Jul Gn Circleoffriendsa  Summertow,51.63,,9967.52,Bills & Payments,Gifts & Donations
16/07/2024,Foreign Currency Conversn Fee,0.12,,10019.15,Fees & Charges,Fees & Charges
16/07/2024,Visa Purchase O/Seas          13Jul Usd2.90 Mta*Nyct Paygo,4.3,,10019.27,Transport & Travel,Public transport
11/07/2024,Foreign Currency Conversn Fee,0.09,,10023.57,Fees & Charges,Fees & Charges
11/07/2024,Visa Purchase O/Seas          07Jul Sgd2.99 Amznprimesg Membersh,3.3,,10023.66,Entertainment & Recreation,TV
11/07/2024,Internet Deposit              11Jul09:08 From 0280074494440,,3000,10026.96,Deposits,Deposit
10/07/2024,Andrew Kay Manag Wages 07072024,,309.5,7026.96,Income,Salary
5/07/2024,Visa Purchase                 02Jul Telstra Prepaid      Melbourne,25,,6717.46,Bills & Payments,Telecommunications
3/07/2024,Visa Purchase                 01Jul Patreon* Membership  Internet,36.85,,6742.46,Entertainment & Recreation,TV
27/06/2024,Internet Deposit              27Jun06:01 From 0280074494440,,802.35,6779.31,Deposits,Deposit
26/06/2024,Deft Payments Deft      23419941,942.99,,5976.96,Bills & Payments,Expenses & Payments
24/06/2024,Visa Purchase                 20Jun Telstra Prepaid      Melbourne,25,,6919.95,Bills & Payments,Telecommunications
24/06/2024,Visa Purchase                 20Jun Out Of Australia     Melbourne,10.09,,6944.95,Retail & Personal,Retail (shopping)
22/06/2024,Visa Purchase                 19Jun Color Club Pty Ltd   North Ade,25.25,,6955.04,Retail & Personal,Retail (shopping)
21/06/2024,Visa Purchase                 18Jun Sue & Jay Trust      Adelaide,19.9,,6980.29,Food & Beverage,Dining out
21/06/2024,Visa Purchase                 18Jun Bakery On O'Connell  North Ade,19.7,,7000.19,Food & Beverage,Food & Groceries
21/06/2024,Visa Purchase                 19Jun Alh Venues/123 Oconn Nrth Adel,17,,7019.89,Transport & Travel,Hotels and Accommodation
21/06/2024,Visa Purchase                 19Jun Alh Venues/123 Oconn Nrth Adel,17,,7036.89,Transport & Travel,Hotels and Accommodation
21/06/2024,Visa Purchase                 18Jun Beam Mobility Austra -,4.61,,7053.89,Bills & Payments,Telecommunications
20/06/2024,Visa Purchase                 17Jun Costco Wholesale Aus Kilburn,172.91,,7058.5,Food & Beverage,Food & Groceries
20/06/2024,Visa Purchase                 18Jun Woolworths/80-88 Run Rundle Ma,22.9,,7231.41,Food & Beverage,Food & Groceries
20/06/2024,Visa Purchase                 16Jun Deep Blue Cafe P/L   Moana,14,,7254.31,Food & Beverage,Dining out
20/06/2024,Visa Purchase                 18Jun Mr Viet              Adelaide,7,,7268.31,Food & Beverage,Dining out
20/06/2024,Visa Purchase                 18Jun Skala Bakery         Adelaide,5.97,,7275.31,Food & Beverage,Food & Groceries
20/06/2024,Visa Purchase                 17Jun Tafe Sa Regency Scho Adelaide,5.7,,7281.28,Retail & Personal,Education & Training
20/06/2024,Eftpos Debit                  20Jun19:30 Uber* Trip\,27.3,,7286.98,Transport & Travel,Taxi & Rental car
20/06/2024,Internet Deposit              20Jun06:03 From 0280074494440,,802.35,7314.28,Deposits,Deposit
19/06/2024,Visa Purchase                 17Jun Sq *Earworx Adelaide Adelaide,75,,6511.93,Retail & Personal,Medical & Personal care
18/06/2024,Visa Purchase                 15Jun May Q                Adelaide,83.23,,6586.93,Food & Beverage,Dining out
18/06/2024,Visa Purchase                 15Jun May Q                Adelaide,44.66,,6670.16,Food & Beverage,Dining out
18/06/2024,Visa Purchase                 15Jun Memphis Slims House  Adelaide,38.63,,6714.82,Food & Beverage,Beverages
18/06/2024,Visa Purchase                 14Jun Crown And Anchor Hot Adelaide,26.82,,6753.45,Food & Beverage,Dining out
18/06/2024,Visa Purchase                 15Jun Woodside Foodland    Woodside,23.35,,6780.27,Food & Beverage,Food & Groceries
18/06/2024,Visa Purchase                 15Jun Bakery On O'Connell  North Ade,22.32,,6803.62,Food & Beverage,Food & Groceries
18/06/2024,Visa Purchase                 14Jun Crown And Anchor Hot Adelaide,12.65,,6825.94,Food & Beverage,Dining out
18/06/2024,Visa Purchase                 15Jun Zlr*Onkaparinga Rota Lobethal,6.5,,6838.59,Bills & Payments,Memberships
18/06/2024,Visa Purchase                 15Jun Sq *Rosalie's Market Woodside,6.11,,6845.09,Entertainment & Recreation,Sports & Leisure
18/06/2024,Visa Purchase                 16Jun Eg Group/131-145 Gri Seaford,4,,6851.2,Transport & Travel,Petrol
18/06/2024,Eftpos Debit                  18Jun18:45 Neuronau* Trip-J8\,8.14,,6855.2,Transport & Travel,Vehicle Expenses
18/06/2024,Eftpos Debit                  18Jun17:49 Endota Spa            Adelaide        Au,165,,6863.34,Retail & Personal,Medical & Personal care
18/06/2024,Eftpos Debit                  18Jun07:07 Uber Eats* Eats\,3.13,,7028.34,Food & Beverage,Dining out
17/06/2024,Foreign Currency Conversn Fee,6.32,,7031.47,Fees & Charges,Fees & Charges
17/06/2024,Visa Purchase O/Seas          14Jun Usd139.00 Amazon Prime*Lc74Y7C,210.93,,7037.79,Retail & Personal,Retail (shopping)
17/06/2024,Visa Purchase                 14Jun Krung Thep           North Ade,113.12,,7248.72,Food & Beverage,Dining out
17/06/2024,Visa Purchase                 13Jun Smp*Cafe  Fellini    North Ade,99.92,,7361.84,Food & Beverage,Dining out
17/06/2024,Visa Purchase                 14Jun Prestige Dry Clean   North Ade,78.9,,7461.76,Home & Property,Services & Tradespeople
17/06/2024,Visa Purchase                 14Jun Nth Adel Foodland    North Ade,20.5,,7540.66,Food & Beverage,Food & Groceries
17/06/2024,Eftpos Credit                 17Jun19:08 Uber Eats* Eats\,,3.13,7561.16,Deposits,Deposit
17/06/2024,Eftpos Debit                  17Jun18:44 Uber Eats* Eats\,65.71,,7558.03,Food & Beverage,Dining out
17/06/2024,Eftpos Debit                  16Jun07:49 Uber* Trip\,12.85,,7623.74,Transport & Travel,Taxi & Rental car
17/06/2024,Eftpos Debit                  16Jun05:50 Uber* Trip\,13.98,,7636.59,Transport & Travel,Taxi & Rental car
15/06/2024,Visa Purchase                 13Jun Gn Circleoffriendsa  Summertow,51.63,,7650.57,Bills & Payments,Gifts & Donations
15/06/2024,Visa Purchase                 11Jun Bakery On O'Connell  North Ade,26.46,,7702.2,Food & Beverage,Food & Groceries
15/06/2024,Visa Purchase                 12Jun Beam Mobility Austra -,6.61,,7728.66,Bills & Payments,Telecommunications
15/06/2024,Eftpos Debit                  15Jun16:24 Neuronau* Trip-Bj\,6.1,,7735.27,Transport & Travel,Vehicle Expenses
15/06/2024,Eftpos Debit                  15Jun11:05 Uber* Trip\,14.11,,7741.37,Transport & Travel,Taxi & Rental car
15/06/2024,Eftpos Debit                  15Jun08:32 Uber* Trip\,14.42,,7755.48,Transport & Travel,Taxi & Rental car
14/06/2024,Visa Purchase                 12Jun Elysian Salon & Spa  Adelaide,393.35,,7769.9,Retail & Personal,Retail (shopping)
14/06/2024,Visa Purchase                 12Jun Alh Venues/123 Oconn Nrth Adel,30,,8163.25,Transport & Travel,Hotels and Accommodation
14/06/2024,Visa Purchase                 12Jun Woolworths/80-88 Run Rundle Ma,25.4,,8193.25,Food & Beverage,Food & Groceries
14/06/2024,Visa Purchase                 12Jun Brow Threads & Lashe Salisbury,20.26,,8218.65,Retail & Personal,Retail (shopping)
14/06/2024,Visa Purchase                 12Jun Neuronau* Temphold-G Hawthorn,5.59,,8238.91,Transport & Travel,Vehicle Expenses
14/06/2024,Eftpos Debit                  14Jun09:22 Bakery On O'Connell   North Adelaidsa Au,28.89,,8244.5,Food & Beverage,Food & Groceries
13/06/2024,Visa Purchase                 11Jun Ls Perrymans Bakery  North Ade,10.4,,8273.39,Food & Beverage,Food & Groceries
13/06/2024,Visa Purchase                 11Jun Sq *Tynte Street Qua North Ade,6.53,,8283.79,Food & Beverage,Food & Groceries
13/06/2024,Eftpos Debit                  13Jun20:19 Bakery On O'Connell   North Adelaidsa Au,11.41,,8290.32,Food & Beverage,Food & Groceries
13/06/2024,Eftpos Debit                  13Jun11:50 Airconditioning Repairparadise     Sa Au,232,,8301.73,Home & Property,Services & Tradespeople
13/06/2024,Internet Deposit              13Jun06:00 From 0280074494440,,802.35,8533.73,Deposits,Deposit
12/06/2024,Visa Purchase                 10Jun Google Fitbit Llc    Pyrmont,47.98,,7731.38,Entertainment & Recreation,TV
12/06/2024,Foreign Currency Conversn Fee,0.1,,7779.36,Fees & Charges,Fees & Charges
12/06/2024,Visa Purchase O/Seas          07Jun Sgd2.99 Amznprimesg Membersh,3.34,,7779.46,Entertainment & Recreation,TV
12/06/2024,Atm Withdrawal                12Jun16:06 Banksa                Adelaide     5  Au,300,,7782.8,Withdrawals & Transfers,ATM & EFTPOS
11/06/2024,Visa Credit                   08Jun Beam Mobility Austra -,,2.02,8082.8,Deposits,Deposit
11/06/2024,Visa Purchase                 08Jun Yakitori Takumi      North Ade,261.63,,8080.78,Food & Beverage,Dining out
11/06/2024,Visa Purchase                 07Jun Color Club Pty Ltd   North Ade,25.25,,8342.41,Retail & Personal,Retail (shopping)
11/06/2024,Visa Purchase                 07Jun Bakery On O'Connell  North Ade,16.16,,8367.66,Food & Beverage,Food & Groceries
11/06/2024,Visa Purchase                 08Jun Guzman Y Gomez       Adelaide,14.7,,8383.82,Food & Beverage,Dining out
11/06/2024,Visa Purchase                 08Jun Ls Perrymans Bakery  North Ade,12.4,,8398.52,Food & Beverage,Food & Groceries
11/06/2024,Visa Purchase                 09Jun Prospect Lions Club  Hampstead,5.5,,8410.92,Bills & Payments,Memberships
11/06/2024,Visa Purchase                 08Jun Neuronau* Temphold-1 Hawthorn,4.06,,8416.42,Transport & Travel,Vehicle Expenses
11/06/2024,Visa Purchase                 09Jun Prospect Lions Club  Hampstead,3.5,,8420.48,Bills & Payments,Memberships
11/06/2024,Visa Purchase                 08Jun Beam Mobility Austra -,2.02,,8423.98,Bills & Payments,Telecommunications
10/06/2024,Visa Purchase                 07Jun Ban Ban Rundle Pty L Adelaide,20.91,,8426,Food & Beverage,Dining out
10/06/2024,Visa Purchase                 07Jun Woolworths/80-88 Run Rundle Ma,10,,8446.91,Food & Beverage,Food & Groceries
10/06/2024,Visa Purchase                 06Jun Bakery On O'Connell  North Ade,9.9,,8456.91,Food & Beverage,Food & Groceries
10/06/2024,Visa Purchase                 07Jun Beam Mobility Austra -,8.08,,8466.81,Bills & Payments,Telecommunications
10/06/2024,Visa Purchase                 07Jun Beam Mobility Austra -,6.31,,8474.89,Bills & Payments,Telecommunications
10/06/2024,Eftpos Debit                  10Jun14:50 Neuronau* Trip-Vd\,6.85,,8481.2,Transport & Travel,Vehicle Expenses
10/06/2024,Eftpos Debit                  09Jun05:45 Uber* Trip\,12.26,,8488.05,Transport & Travel,Taxi & Rental car
8/06/2024,Visa Purchase                 05Jun Telstra Prepaid      Melbourne,35,,8500.31,Bills & Payments,Telecommunications
8/06/2024,Visa Purchase                 06Jun Sushi Hiro Au        North Ade,26.77,,8535.31,Food & Beverage,Dining out
8/06/2024,Visa Purchase                 05Jun Bakery On O'Connell  North Ade,26.46,,8562.08,Food & Beverage,Food & Groceries
8/06/2024,Visa Purchase                 05Jun Wellington Hotel     North Ade,25,,8588.54,Food & Beverage,Beverages
8/06/2024,Eftpos Debit                  08Jun16:27 Neuronau* Trip-Xg\,6.61,,8613.54,Transport & Travel,Vehicle Expenses
8/06/2024,Eftpos Debit                  08Jun09:03 Uber* Trip\,12.29,,8620.15,Transport & Travel,Taxi & Rental car
8/06/2024,Eftpos Debit                  08Jun06:47 Uber* Trip\,12.66,,8632.44,Transport & Travel,Taxi & Rental car
7/06/2024,Visa Purchase                 05Jun Smgb Mount Barker    Mount Bar,64.99,,8645.1,Bills & Payments,Gifts & Donations
7/06/2024,Visa Purchase                 05Jun Coles 4940           Mount Bar,6,,8710.09,Food & Beverage,Food & Groceries
7/06/2024,Eftpos Debit                  07Jun07:16 Uber Eats* Eats\,5.86,,8716.09,Food & Beverage,Dining out
6/06/2024,Visa Purchase                 04Jun Gt & Hg Pty Ltd      North Ade,12.27,,8721.95,Food & Beverage,Food & Groceries
6/06/2024,Eftpos Credit                 06Jun19:17 Uber Eats* Eats\,,5.86,8734.22,Deposits,Deposit
6/06/2024,Eftpos Debit                  06Jun18:45 Uber Eats* Eats\,64.43,,8728.36,Food & Beverage,Dining out
6/06/2024,Internet Deposit              06Jun06:04 From 0280074494440,,802.35,8792.79,Deposits,Deposit
5/06/2024,Visa Purchase                 03Jun Sq *The Village Bake Glenside,20.1,,7990.44,Food & Beverage,Food & Groceries
5/06/2024,Visa Purchase                 02Jun Bakery On O'Connell  North Ade,17.17,,8010.54,Food & Beverage,Food & Groceries
5/06/2024,Visa Purchase                 03Jun Gt & Hg Pty Ltd      North Ade,8.34,,8027.71,Food & Beverage,Food & Groceries
5/06/2024,Visa Purchase                 03Jun Sq *Bean2Heaven      Craigmore,6,,8036.05,Food & Beverage,Dining out
4/06/2024,Visa Purchase                 01Jun Niku House           Adelaide,379.2,,8042.05,Food & Beverage,Dining out
4/06/2024,Visa Purchase                 01Jun Patreon* Membership  Internet,36.85,,8421.25,Entertainment & Recreation,TV
4/06/2024,Visa Purchase                 02Jun Neuronau* Trip-Hf    Hawthorn,6.11,,8458.1,Transport & Travel,Vehicle Expenses
4/06/2024,Visa Purchase                 02Jun Neuronau* Temphold-A Hawthorn,5.59,,8464.21,Transport & Travel,Vehicle Expenses
3/06/2024,Visa Purchase                 29May Adelaide Entertainme Hindmarsh,19.4,,8469.8,Food & Beverage,Dining out
3/06/2024,Visa Purchase                 31May V/Cellars 3327       N Adelaid,15,,8489.2,Food & Beverage,Beverages
3/06/2024,Eftpos Debit                  03Jun15:36 Www.Gelatomessina.Com\,34,,8504.2,Food & Beverage,Dining out
3/06/2024,Eftpos Debit                  02Jun11:40 Uber* Trip\,17.16,,8538.2,Transport & Travel,Taxi & Rental car
3/06/2024,Eftpos Debit                  02Jun05:28 Uber* Trip\,15.66,,8555.36,Transport & Travel,Taxi & Rental car
1/06/2024,Visa Purchase                 30May Brighton & Seacliff  Seacliff,76,,8571.02,Food & Beverage,Dining out
1/06/2024,Visa Purchase                 29May Governor Hindmarsh H Hindmarsh,23.4,,8647.02,Food & Beverage,Beverages
1/06/2024,Visa Purchase                 29May Governor Hindmarsh H Hindmarsh,22,,8670.42,Food & Beverage,Beverages
1/06/2024,Visa Purchase                 30May Brighton & Seacliff  Seacliff,19.5,,8692.42,Food & Beverage,Dining out
1/06/2024,Visa Purchase                 30May Brighton & Seacliff  Seacliff,19.5,,8711.92,Food & Beverage,Dining out
1/06/2024,Visa Purchase                 30May Nth Adel Foodland    North Ade,13.49,,8731.42,Food & Beverage,Food & Groceries
1/06/2024,Visa Purchase                 29May Governor Hindmarsh H Hindmarsh,11.2,,8744.91,Food & Beverage,Beverages
1/06/2024,Visa Purchase                 29May Iga Local Grocer - B Bowden,2.75,,8756.11,Food & Beverage,Food & Groceries
1/06/2024,Eftpos Debit                  01Jun11:31 Bakery On O'Connell   North Adelaidsa Au,11.11,,8758.86,Food & Beverage,Food & Groceries
1/06/2024,Eftpos Debit                  01Jun07:45 Uber* Trip\,12.17,,8769.97,Transport & Travel,Taxi & Rental car
1/06/2024,Eftpos Debit                  01Jun05:39 Uber* Trip\,11.97,,8782.14,Transport & Travel,Taxi & Rental car
31/05/2024,Visa Purchase                 29May Smgb Mount Barker    Mount Bar,64.99,,8794.11,Bills & Payments,Gifts & Donations
31/05/2024,Visa Purchase                 29May Lobethal Bakery      Lobethal,30.4,,8859.1,Food & Beverage,Food & Groceries
31/05/2024,Visa Purchase                 28May Tafe Sa Regency Scho Adelaide,5.7,,8889.5,Retail & Personal,Education & Training
31/05/2024,Visa Purchase                 29May Kmart 1167           Mount Bar,5.5,,8895.2,Retail & Personal,Retail (shopping)
31/05/2024,Eftpos Debit                  31May09:32 Bakery On O'Connell   North Adelaidsa Au,16.26,,8900.7,Food & Beverage,Food & Groceries
30/05/2024,Visa Purchase                 27May Bakery On O'Connell  North Ade,11.11,,8916.96,Food & Beverage,Food & Groceries
30/05/2024,Visa Purchase                 25May Sturt Football Club  Unley,10,,8928.07,Bills & Payments,Memberships
30/05/2024,Visa Purchase                 26May Mcdonalds Rndle Mall Adelaide,5.35,,8938.07,Food & Beverage,Dining out
30/05/2024,Visa Purchase                 27May Bunnings 337000      Prospect,3.6,,8943.42,Home & Property,Maintenance
30/05/2024,Eftpos Debit                  30May09:40 Uber* Trip\,12.46,,8947.02,Transport & Travel,Taxi & Rental car
30/05/2024,Tfr Wdl BPAY Internet         30May06:02 440057              City Of Adelaide,571.8,,8959.48,Bills & Payments,Tax payments
30/05/2024,Internet Deposit              30May06:01 From 0280074494440,,802.35,9531.28,Deposits,Deposit
29/05/2024,Visa Purchase                 26May Sporting Giftworks   Adelaide,14.95,,8728.93,Retail & Personal,Clothing & Shoes
29/05/2024,Visa Purchase                 25May Caledonian Hotel Nor North Ade,10,,8743.88,Food & Beverage,Dining out
29/05/2024,Andrew Kay Manag Wages 26052024,,210,8753.88,Income,Salary
28/05/2024,Visa Purchase                 24May Paper Tiger Adl      Adelaide,156.77,,8543.88,Food & Beverage,Dining out
28/05/2024,Visa Purchase                 24May Crown And Anchor Hot Adelaide,58.7,,8700.65,Food & Beverage,Dining out
28/05/2024,Visa Purchase                 25May Sq *Sturt Football C Unley,40,,8759.35,Entertainment & Recreation,Sports & Leisure
28/05/2024,Visa Purchase                 25May Sq *Sturt Football C Unley,30,,8799.35,Entertainment & Recreation,Sports & Leisure
28/05/2024,Visa Purchase                 25May Sq *Sturt Football C Unley,21,,8829.35,Entertainment & Recreation,Sports & Leisure
28/05/2024,Visa Purchase                 24May Crown And Anchor Hot Adelaide,18.21,,8850.35,Food & Beverage,Dining out
28/05/2024,Visa Purchase                 24May Bobo & Associates Pt Adelaide,13,,8868.56,Retail & Personal,Retail (shopping)
28/05/2024,Visa Purchase                 25May Ls Perrymans Bakery  North Ade,7.2,,8881.56,Food & Beverage,Food & Groceries
28/05/2024,Visa Purchase                 25May Sq *Hotdogs Unlimite Unley,7,,8888.76,Food & Beverage,Dining out
27/05/2024,Visa Purchase                 24May Lucia's Fine Foods   Adelaide,17.19,,8895.76,Food & Beverage,Food & Groceries
27/05/2024,Visa Purchase                 24May Nth Adel Foodland    North Ade,15.91,,8912.95,Food & Beverage,Food & Groceries
27/05/2024,Visa Purchase                 23May Telstra Prepaid      Melbourne,10,,8928.86,Bills & Payments,Telecommunications
27/05/2024,Visa Purchase                 23May Telstra Prepaid      Melbourne,10,,8938.86,Bills & Payments,Telecommunications
27/05/2024,Eftpos Debit                  26May15:13 Neuronau* Trip-Qk\,7.12,,8948.86,Transport & Travel,Vehicle Expenses
27/05/2024,Eftpos Debit                  26May04:10 Uber* Trip\,22.15,,8955.98,Transport & Travel,Taxi & Rental car
27/05/2024,Eftpos Debit                  26May01:37 Uber* Trip\,23.05,,8978.13,Transport & Travel,Taxi & Rental car
25/05/2024,Visa Purchase                 23May Nth Adel Foodland    North Ade,35.47,,9001.18,Food & Beverage,Food & Groceries
25/05/2024,Visa Purchase                 23May Nth Adel Foodland    North Ade,24.28,,9036.65,Food & Beverage,Food & Groceries
25/05/2024,Visa Purchase                 22May Woodside Foodland    Woodside,1.75,,9060.93,Food & Beverage,Food & Groceries
25/05/2024,Eftpos Debit                  25May08:47 Uber* Trip\,13.7,,9062.68,Transport & Travel,Taxi & Rental car
25/05/2024,Eftpos Debit                  25May06:19 Uber* Trip\,14.95,,9076.38,Transport & Travel,Taxi & Rental car
24/05/2024,Visa Purchase                 22May Smgb Mount Barker    Mount Bar,64.99,,9091.33,Bills & Payments,Gifts & Donations
24/05/2024,Visa Purchase                 22May Coles 4940           Mount Bar,9,,9156.32,Food & Beverage,Food & Groceries
24/05/2024,Visa Purchase                 22May Bakers Delight       Mount Bar,3.5,,9165.32,Food & Beverage,Food & Groceries
24/05/2024,Eftpos Debit                  24May09:29 Bakery On O'Connell   North Adelaidsa Au,16.16,,9168.82,Food & Beverage,Food & Groceries
23/05/2024,Visa Purchase                 21May 127 Days             Croydon P,23.8,,9184.98,Food & Beverage,Dining out
23/05/2024,Visa Purchase                 20May North Adelaide Haru  North Ade,10.2,,9208.78,Food & Beverage,Dining out
23/05/2024,Visa Purchase                 19May Ampol North Adelaide North Ade,3.6,,9218.98,Transport & Travel,Petrol
23/05/2024,Eftpos Debit                  23May07:04 Uber Eats* Eats\,4.58,,9222.58,Food & Beverage,Dining out
23/05/2024,Internet Deposit              23May06:03 From 0280074494440,,802.35,9227.16,Deposits,Deposit
22/05/2024,Visa Purchase                 20May Aware Women's Health North Ade,38.02,,8424.81,Retail & Personal,Medical & Personal care
22/05/2024,Visa Purchase                 19May Bakery On O'Connell  North Ade,27.27,,8462.83,Food & Beverage,Food & Groceries
