Date,Description,Debit,Credit,Balance,Category,SubCategory
17/07/2024,Visa Purchase                 14Jul Uber* Eats           Httpswww.,84.97,,114.67,Food & Beverage,Dining out
17/07/2024,Visa Purchase                 14Jul Carpe Diem           Port Adel,37,,199.64,Retail & Personal,Retail (shopping)
17/07/2024,Visa Purchase                 14Jul Amazon Marketplace A Sydney So,35.98,,236.64,Retail & Personal,Retail (shopping)
17/07/2024,Eftpos Debit                  17Jul16:35 Uber* Trip\,13.02,,272.62,Transport & Travel,Taxi & Rental car
16/07/2024,Eftpos Credit                 16Jul19:24 Uber* Trip\,,0.01,285.64,Deposits,Deposit
16/07/2024,Eftpos Debit                  16Jul19:17 Uber* Trip\,8.88,,285.63,Transport & Travel,Taxi & Rental car
16/07/2024,Internet Deposit              16Jul19:10 From 0280074494440,,100,294.51,Deposits,Deposit
16/07/2024,Eftpos Debit                  16Jul17:34 Salvos Stores      \Sefton Park       Au,51.85,,194.51,Bills & Payments,Gifts & Donations
16/07/2024,Eftpos Debit                  16Jul17:34 Salvos Stores      \Sefton Park       Au,51,,246.36,Bills & Payments,Gifts & Donations
16/07/2024,Eftpos Debit                  16Jul17:16 Uber* Trip\,8.65,,297.36,Transport & Travel,Taxi & Rental car
15/07/2024,Visa Purchase                 11Jul Uber* Eats           Httpswww.,47.74,,306.01,Food & Beverage,Dining out
15/07/2024,Eftpos Credit                 15Jul18:38 Uber* Trip\,,0.01,353.75,Deposits,Deposit
15/07/2024,Eftpos Debit                  15Jul18:23 Uber* Trip\,13.75,,353.74,Transport & Travel,Taxi & Rental car
15/07/2024,Eftpos Debit                  14Jul14:57 Uber* Trip\,12.52,,367.49,Transport & Travel,Taxi & Rental car
15/07/2024,Eftpos Debit                  14Jul10:30 Uber* Trip\,12.71,,380.01,Transport & Travel,Taxi & Rental car
13/07/2024,Visa Purchase                 11Jul Optus Billing Servic Macquarie,197.12,,392.72,Bills & Payments,Telecommunications
13/07/2024,Visa Purchase                 10Jul Alberton 7 Days Supe Alberton,94.88,,589.84,Food & Beverage,Food & Groceries
13/07/2024,Visa Purchase                 09Jul Ampol North Adelaide North Ade,67.49,,684.72,Transport & Travel,Petrol
13/07/2024,Visa Purchase                 11Jul Coursra98Jrnuzgxei6K 650963988,58,,752.21,Retail & Personal,Education & Training
13/07/2024,Visa Purchase                 10Jul Uber* Eats           Httpswww.,36.15,,810.21,Food & Beverage,Dining out
13/07/2024,Eftpos Debit                  13Jul21:37 Uber Eats* Eats\,57.19,,846.36,Food & Beverage,Dining out
13/07/2024,Eftpos Debit                  13Jul15:48 Uber* Trip\,21.24,,903.55,Transport & Travel,Taxi & Rental car
13/07/2024,Eftpos Debit                  13Jul05:32 Uber Eats* Eats\,25.5,,924.79,Food & Beverage,Dining out
12/07/2024,Eftpos Debit                  12Jul03:18 Uber Eats* Eats\,59.2,,950.29,Food & Beverage,Dining out
11/07/2024,Visa Purchase                 08Jul Dd *Doordash Koreana Melbourne,70.95,,1009.49,Food & Beverage,Dining out
11/07/2024,Visa Purchase                 08Jul Dd *Doordash Bettysb Melbourne,47.09,,1080.44,Food & Beverage,Dining out
11/07/2024,Visa Purchase                 08Jul Amazon Au            Sydney So,44.9,,1127.53,Retail & Personal,Retail (shopping)
11/07/2024,Visa Purchase                 08Jul Amazon Marketplace A Sydney So,29.99,,1172.43,Retail & Personal,Retail (shopping)
11/07/2024,Visa Purchase                 08Jul Amazon Marketplace A Sydney So,19.99,,1202.42,Retail & Personal,Retail (shopping)
11/07/2024,Visa Purchase                 08Jul Dd *Doordashdashpass Melbourne,9.99,,1222.41,Food & Beverage,Dining out
11/07/2024,Eftpos Debit                  11Jul11:09 Otr Tranmere       \Tranmere          Au,24.41,,1232.4,Transport & Travel,Petrol
11/07/2024,Eftpos Debit                  11Jul08:33 Uber Eats* Eats\,25.03,,1256.81,Food & Beverage,Dining out
11/07/2024,Internet Deposit              11Jul05:59 From 0280074494440,,800,1281.84,Deposits,Deposit
10/07/2024,Visa Purchase                 08Jul Dan Murphys Online   Bella Vis,84.2,,481.84,Food & Beverage,Beverages
10/07/2024,Visa Purchase                 08Jul Samsung Electronics  Schwalbac,27.89,,566.04,Home & Property,Technology & Appliances
10/07/2024,Eftpos Debit                  10Jul18:19 Uber Eats* Eats\,23.58,,593.93,Food & Beverage,Dining out
10/07/2024,Eftpos Debit                  10Jul18:16 Uber Eats* Eats\,40.28,,617.51,Food & Beverage,Dining out
10/07/2024,Eftpos Debit                  10Jul09:19 Uber Eats* Eats\,61.04,,657.79,Food & Beverage,Dining out
10/07/2024,Eftpos Debit                  10Jul00:04 Uber* Trip\,11.91,,718.83,Transport & Travel,Taxi & Rental car
10/07/2024,Eftpos Debit                  09Jul22:35 Uber* Trip\,12.17,,730.74,Transport & Travel,Taxi & Rental car
9/07/2024,Eftpos Debit                  09Jul18:40 Uber Eats* Eats\,68.3,,742.91,Food & Beverage,Dining out
8/07/2024,Visa Purchase                 03Jul Uber   *Eats         Sydney,43.67,,811.21,Food & Beverage,Dining out
8/07/2024,Internet Deposit              08Jul11:04 From 0280074494440,,700,854.88,Deposits,Deposit
8/07/2024,Eftpos Debit                  08Jul10:59 Uber Eats* Eats\,25.05,,154.88,Food & Beverage,Dining out
8/07/2024,Internet Deposit              08Jul10:41 From 0280074494440,,100,179.93,Deposits,Deposit
8/07/2024,Eftpos Debit                  08Jul02:49 Uber* Trip\,11.92,,79.93,Transport & Travel,Taxi & Rental car
8/07/2024,Eftpos Debit                  07Jul21:49 Uber* Trip\,12.81,,91.85,Transport & Travel,Taxi & Rental car
8/07/2024,Internet Deposit              07Jul21:47 From 0280074494440,,50,104.66,Deposits,Deposit
6/07/2024,Visa Purchase                 03Jul Microsoft*Store      Msbill.In,109,,54.66,Entertainment & Recreation,TV
4/07/2024,Eftpos Debit                  04Jul21:57 Uber* Trip\,8.87,,163.66,Transport & Travel,Taxi & Rental car
4/07/2024,Atm Withdrawal -Wbc           04Jul20:27 Westpac               Prospect     5  Au,600,,172.53,Withdrawals & Transfers,ATM & EFTPOS
4/07/2024,Eftpos Debit                  04Jul20:47 Uber* Trip\,9.33,,772.53,Transport & Travel,Taxi & Rental car
4/07/2024,Eftpos Debit                  04Jul07:34 Uber Eats* Eats\,48.13,,781.86,Food & Beverage,Dining out
3/07/2024,Visa Purchase                 29Jun Pricelinepharmacy    038855327,66.76,,829.99,Retail & Personal,Medical & Personal care
3/07/2024,Visa Purchase                 01Jul Prime Video Channels Sydney,5,,896.75,Retail & Personal,Retail (shopping)
3/07/2024,Internet Deposit              03Jul16:43 From 0280074494440,,800,901.75,Deposits,Deposit
2/07/2024,Visa Purchase                 28Jun Amazon Marketplace A Sydney So,201.94,,101.75,Retail & Personal,Retail (shopping)
2/07/2024,Visa Purchase                 28Jun Mecca Brands Pty Ltd Richmond,151,,303.69,Retail & Personal,Retail (shopping)
2/07/2024,Visa Purchase                 28Jun Amazon Marketplace A Sydney So,28.9,,454.69,Retail & Personal,Retail (shopping)
1/07/2024,Visa Purchase                 28Jun Uber* Eats           Httpswww.,109.82,,483.59,Food & Beverage,Dining out
29/06/2024,Eftpos Debit                  29Jun17:33 Uber* Trip\,19.8,,593.41,Transport & Travel,Taxi & Rental car
29/06/2024,Eftpos Debit                  29Jun15:36 Uber* Trip\,13.06,,613.21,Transport & Travel,Taxi & Rental car
29/06/2024,Atm Withdrawal                29Jun14:48 Nab Atm               Centro Arndal   Au,700,,626.27,Withdrawals & Transfers,ATM & EFTPOS
29/06/2024,Eftpos Debit                  29Jun15:14 Sq *Essential Baeuty  Kilkenny     Sa Au,34.95,,1326.27,Retail & Personal,Retail (shopping)
29/06/2024,Internet Deposit              29Jun14:15 From 0280074494440,,800,1361.22,Deposits,Deposit
29/06/2024,Atm Withdrawal                29Jun13:26 Banksa                Kilkenny     5  Au,180,,561.22,Withdrawals & Transfers,ATM & EFTPOS
29/06/2024,Eftpos Debit                  29Jun13:23 Uber* Trip\,13.49,,741.22,Transport & Travel,Taxi & Rental car
29/06/2024,Eftpos Debit                  29Jun01:59 Uber Eats* Eats\,55.76,,754.71,Food & Beverage,Dining out
27/06/2024,Internet Deposit              27Jun06:01 From 0280074494440,,802.35,810.47,Deposits,Deposit
22/06/2024,Visa Purchase                 18Jun Amazon Marketplace A Sydney So,65.97,,8.12,Retail & Personal,Retail (shopping)
22/06/2024,Visa Purchase                 18Jun Amazon Marketplace A Sydney So,49.89,,74.09,Retail & Personal,Retail (shopping)
22/06/2024,Visa Purchase                 18Jun Amazon Au            Sydney So,23.5,,123.98,Retail & Personal,Retail (shopping)
21/06/2024,Visa Purchase                 18Jun Amazon Marketplace A Sydney So,36.4,,147.48,Retail & Personal,Retail (shopping)
21/06/2024,Visa Purchase                 18Jun Amazon Marketplace A Sydney So,32.76,,183.88,Retail & Personal,Retail (shopping)
20/06/2024,Internet Withdrawal           20Jun10:46 To 0280074494440,2000,,216.64,Withdrawals & Transfers,Funds transfer
20/06/2024,Internet Deposit              20Jun06:03 From 0280074494440,,802.35,2216.64,Deposits,Deposit
18/06/2024,Visa Purchase                 14Jun Ampol North Adelaide North Ade,91.19,,1414.29,Transport & Travel,Petrol
18/06/2024,Eftpos Debit                  18Jun18:52 Uber Eats* Eats\,54.85,,1505.48,Food & Beverage,Dining out
18/06/2024,Eftpos Debit                  18Jun18:49 Uber Eats* Eats\,26.86,,1560.33,Food & Beverage,Dining out
18/06/2024,Eftpos Debit                  18Jun12:48 Uber* Trip\,16.32,,1587.19,Transport & Travel,Taxi & Rental car
18/06/2024,Eftpos Debit                  18Jun01:41 Uber* Trip\,9.33,,1603.51,Transport & Travel,Taxi & Rental car
18/06/2024,Eftpos Debit                  17Jun22:04 Otr Nth Terrace    \Adelaide          Au,67.47,,1612.84,Transport & Travel,Petrol
17/06/2024,Visa Purchase                 12Jun Smp*Reepham Hotel    Prospect,137.93,,1680.31,Food & Beverage,Dining out
17/06/2024,Eftpos Debit                  17Jun21:52 Uber* Trip\,14.34,,1818.24,Transport & Travel,Taxi & Rental car
17/06/2024,Eftpos Debit                  17Jun17:51 Uber Eats* Eats\,85.24,,1832.58,Food & Beverage,Dining out
17/06/2024,Eftpos Debit                  17Jun01:49 Uber Eats* Eats\,3.35,,1917.82,Food & Beverage,Dining out
15/06/2024,Internet Deposit              15Jun16:41 From 0280074494440,,1400,1921.17,Deposits,Deposit
15/06/2024,Eftpos Debit                  15Jun14:24 Uber* Trip\,20.08,,521.17,Transport & Travel,Taxi & Rental car
15/06/2024,Eftpos Debit                  15Jun11:08 Uber* Trip\,11.56,,541.25,Transport & Travel,Taxi & Rental car
15/06/2024,Eftpos Debit                  15Jun10:30 Uber* Trip\,12.62,,552.81,Transport & Travel,Taxi & Rental car
15/06/2024,Atm Withdrawal                14Jun23:17 Atmx 139 Oconnell St   North Adelaid08Au,500,,565.43,Withdrawals & Transfers,ATM & EFTPOS
14/06/2024,Visa Purchase                 11Jun Uber* Eats           Httpswww.,50.16,,1065.43,Food & Beverage,Dining out
14/06/2024,Visa Purchase                 11Jun Uber* Eats           Httpswww.,28.89,,1115.59,Food & Beverage,Dining out
14/06/2024,Eftpos Debit                  14Jun13:35 Uber Eats* Eats\,23.42,,1144.48,Food & Beverage,Dining out
13/06/2024,Visa Purchase                 09Jun Amazon Marketplace A Sydney So,31.41,,1167.9,Retail & Personal,Retail (shopping)
13/06/2024,Visa Purchase                 09Jun Amazon Marketplace A Sydney So,31.41,,1199.31,Retail & Personal,Retail (shopping)
13/06/2024,Visa Purchase                 09Jun Amazon Marketplace A Sydney So,27.85,,1230.72,Retail & Personal,Retail (shopping)
13/06/2024,Visa Purchase                 09Jun Amazon Marketplace A Sydney So,13.57,,1258.57,Retail & Personal,Retail (shopping)
13/06/2024,Eftpos Debit                  13Jun20:04 Uber Eats* Eats\,67.07,,1272.14,Food & Beverage,Dining out
13/06/2024,Internet Deposit              13Jun06:00 From 0280074494440,,802.35,1339.21,Deposits,Deposit
12/06/2024,Visa Purchase                 09Jun Amazon Marketplace A Sydney So,163.55,,536.86,Retail & Personal,Retail (shopping)
12/06/2024,Eftpos Debit                  12Jun22:07 Uber* Trip\,12.3,,700.41,Transport & Travel,Taxi & Rental car
12/06/2024,Eftpos Debit                  12Jun20:52 Kmart 1223            Kilburn         Au,348.5,,712.71,Retail & Personal,Retail (shopping)
12/06/2024,Eftpos Debit                  12Jun19:54 Uber* Trip\,29.85,,1061.21,Transport & Travel,Taxi & Rental car
12/06/2024,Eftpos Debit                  11Jun22:41 Uber Eats* Eats\,30.74,,1091.06,Food & Beverage,Dining out
12/06/2024,Eftpos Debit                  11Jun22:39 Uber Eats* Eats\,19.93,,1121.8,Food & Beverage,Dining out
11/06/2024,Eftpos Debit                  11Jun09:43 Uber Eats* Eats\,68.07,,1141.73,Food & Beverage,Dining out
10/06/2024,Visa Purchase                 06Jun Uber* Eats           Httpswww.,77.55,,1209.8,Food & Beverage,Dining out
10/06/2024,Eftpos Debit                  09Jun22:04 Uber Eats* Eats\,86.71,,1287.35,Food & Beverage,Dining out
10/06/2024,Eftpos Debit                  09Jun13:42 Uber Eats* Eats\,51.53,,1374.06,Food & Beverage,Dining out
10/06/2024,Atm Operator Fee Wdl          09Jun00:51 Np-Otr Prospect        Prospect     05Au,3.1,,1425.59,Fees & Charges,Fees & Charges
10/06/2024,Atm Withdrawal                09Jun00:51 Np-Otr Prospect        Prospect     05Au,500,,1428.69,Withdrawals & Transfers,ATM & EFTPOS
10/06/2024,Eftpos Debit                  09Jun00:49 Otr Prospect       \Prospect          Au,96.44,,1928.69,Transport & Travel,Petrol
10/06/2024,Eftpos Debit                  08Jun23:23 Uber* Trip\,20.18,,2025.13,Transport & Travel,Taxi & Rental car
8/06/2024,Eftpos Debit                  08Jun04:15 Uber* Trip\,9.34,,2045.31,Transport & Travel,Taxi & Rental car
7/06/2024,Visa Credit                   04Jun Amazon Marketplace A Sydney So,,160.99,2054.65,Deposits,Deposit
7/06/2024,Visa Purchase                 05Jun Coles 0471           Prospect,206.23,,1893.66,Food & Beverage,Food & Groceries
7/06/2024,Visa Purchase                 05Jun Coles 0471           Prospect,56.71,,2099.89,Food & Beverage,Food & Groceries
7/06/2024,Eftpos Debit                  07Jun18:08 Rundle Mall Gong Cha  Adelaide     Sa Au,9.13,,2156.6,Food & Beverage,Beverages
7/06/2024,Eftpos Debit                  07Jun18:03 Lushaustraliapos      Adelaide        Au,159,,2165.73,Retail & Personal,Retail (shopping)
7/06/2024,Eftpos Debit                  07Jun18:15 Sq *Clinic H          Adelaide     Sa Au,7,,2324.73,Retail & Personal,Medical & Personal care
7/06/2024,Eftpos Debit                  07Jun17:25 Uber* Trip\,3.7,,2331.73,Transport & Travel,Taxi & Rental car
7/06/2024,Eftpos Debit                  07Jun09:45 Uber* Trip\,25.98,,2335.43,Transport & Travel,Taxi & Rental car
6/06/2024,Eftpos Debit                  06Jun17:55 Uber Eats* Eats\,58.75,,2361.41,Food & Beverage,Dining out
6/06/2024,Eftpos Debit                  06Jun06:07 Uber* Trip\,9.34,,2420.16,Transport & Travel,Taxi & Rental car
6/06/2024,Internet Deposit              06Jun06:04 From 0280074494440,,802.35,2429.5,Deposits,Deposit
6/06/2024,Eftpos Debit                  06Jun05:07 Uber* Trip\,9.34,,1627.15,Transport & Travel,Taxi & Rental car
5/06/2024,Visa Purchase                 03Jun Northpark Medical Ce Prospect,30,,1636.49,Retail & Personal,Medical & Personal care
5/06/2024,Eftpos Debit                  05Jun04:00 Uber Eats* Eats\,51.32,,1666.49,Food & Beverage,Dining out
5/06/2024,Eftpos Credit                 05Jun03:53 Uber Eats* Eats\,,58.75,1717.81,Deposits,Deposit
5/06/2024,Eftpos Debit                  05Jun03:39 Uber Eats* Eats\,58.75,,1659.06,Food & Beverage,Dining out
4/06/2024,Visa Purchase                 29May Amazon Marketplace A Sydney So,160.99,,1717.81,Retail & Personal,Retail (shopping)
4/06/2024,Visa Purchase                 01Jun Dan Murphys Online   Bella Vis,60.3,,1878.8,Food & Beverage,Beverages
4/06/2024,Visa Purchase                 31May Amazon Au            Sydney So,12.6,,1939.1,Retail & Personal,Retail (shopping)
4/06/2024,Eftpos Debit                  04Jun10:57 Uber Eats* Eats\,50.4,,1951.7,Food & Beverage,Dining out
4/06/2024,Eftpos Debit                  04Jun10:53 Uber Eats* Eats\,57.45,,2002.1,Food & Beverage,Dining out
3/06/2024,Visa Purchase                 30May Uber* Eats           Httpswww.,56.97,,2059.55,Food & Beverage,Dining out
3/06/2024,Eftpos Debit                  03Jun16:15 Uber* Trip\,8.12,,2116.52,Transport & Travel,Taxi & Rental car
3/06/2024,Eftpos Debit                  02Jun20:54 Uber* Trip\,14.26,,2124.64,Transport & Travel,Taxi & Rental car
3/06/2024,Eftpos Debit                  02Jun20:19 Otr Prospect       \Prospect          Au,81.06,,2138.9,Transport & Travel,Petrol
3/06/2024,Eftpos Debit                  02Jun11:06 Uber Eats* Eats\,46.35,,2219.96,Food & Beverage,Dining out
3/06/2024,Eftpos Debit                  02Jun11:01 Uber Eats* Eats\,51.88,,2266.31,Food & Beverage,Dining out
31/05/2024,Visa Purchase                 28May Amazon Marketplace A Sydney So,117.89,,2318.19,Retail & Personal,Retail (shopping)
31/05/2024,Visa Purchase                 27May Amazon Marketplace A Sydney So,25.99,,2436.08,Retail & Personal,Retail (shopping)
31/05/2024,Eftpos Debit                  31May07:30 Uber Eats* Eats\,2.05,,2462.07,Food & Beverage,Dining out
30/05/2024,Visa Purchase                 26May Amazon Marketplace A Sydney So,46.99,,2464.12,Retail & Personal,Retail (shopping)
30/05/2024,Visa Purchase                 27May Amazon Marketplace A Sydney So,23.69,,2511.11,Retail & Personal,Retail (shopping)
30/05/2024,Eftpos Credit                 30May21:37 Uber Eats* Eats\,,8.56,2534.8,Deposits,Deposit
30/05/2024,Eftpos Debit                  30May21:01 Uber* Trip\,22.26,,2526.24,Transport & Travel,Taxi & Rental car
30/05/2024,Eftpos Debit                  30May20:31 Uber Eats* Eats\,40.93,,2548.5,Food & Beverage,Dining out
30/05/2024,Eftpos Debit                  30May13:11 Sq *The Pear          Alberton     Sa Au,12,,2589.43,Food & Beverage,Food & Groceries
30/05/2024,Eftpos Debit                  30May13:10 Sq *The Pear          Alberton     Sa Au,11.5,,2601.43,Food & Beverage,Food & Groceries
30/05/2024,Internet Deposit              30May06:01 From 0280074494440,,802.35,2612.93,Deposits,Deposit
30/05/2024,Eftpos Debit                  30May02:27 Uber* Trip\,18.77,,1810.58,Transport & Travel,Taxi & Rental car
29/05/2024,Eftpos Debit                  29May05:29 Uber* Trip\,13.87,,1829.35,Transport & Travel,Taxi & Rental car
28/05/2024,Visa Purchase                 24May Afterpay             Afterpay.,230.78,,1843.22,Retail & Personal,Retail (shopping)
28/05/2024,Visa Purchase                 23May Amazon Marketplace A Sydney So,46.99,,2074,Retail & Personal,Retail (shopping)
28/05/2024,Visa Purchase                 24May Uber   *Trip         Sydney,19.33,,2120.99,Transport & Travel,Taxi & Rental car
28/05/2024,Visa Purchase                 26May Alh Venues/123 Oconn Nrth Adel,12.6,,2140.32,Transport & Travel,Hotels and Accommodation
28/05/2024,Eftpos Debit                  28May18:43 Uber Eats* Eats\,32.31,,2152.92,Food & Beverage,Dining out
28/05/2024,Eftpos Debit                  28May17:53 Rundle Mall Gong Cha  Adelaide     Sa Au,9.63,,2185.23,Food & Beverage,Beverages
28/05/2024,Atm Withdrawal                28May17:45 Banksa                Adelaide Sa  5  Au,650,,2194.86,Withdrawals & Transfers,ATM & EFTPOS
28/05/2024,Eftpos Debit                  28May17:48 Sq *Clinic H          Adelaide     Sa Au,7,,2844.86,Retail & Personal,Medical & Personal care
27/05/2024,Visa Purchase                 23May Amazon Marketplace A Sydney So,65.98,,2851.86,Retail & Personal,Retail (shopping)
27/05/2024,Visa Purchase                 23May Amazon Marketplace A Sydney So,52.99,,2917.84,Retail & Personal,Retail (shopping)
27/05/2024,Visa Purchase                 22May Smp*Reepham Hotel    Prospect,34.98,,2970.83,Food & Beverage,Dining out
27/05/2024,Eftpos Debit                  27May10:33 Uber Eats* Eats\,49.5,,3005.81,Food & Beverage,Dining out
27/05/2024,Eftpos Debit                  27May02:20 Uber* Trip\,14.07,,3055.31,Transport & Travel,Taxi & Rental car
27/05/2024,Eftpos Debit                  27May00:37 Uber* Trip\,17.19,,3069.38,Transport & Travel,Taxi & Rental car
27/05/2024,Eftpos Debit                  26May15:14 Sq *Village Asian Grocnorth Adelaidsa Au,49.69,,3086.57,Food & Beverage,Food & Groceries
27/05/2024,Atm Withdrawal                26May13:14 Banksa                Enfield Sa   5  Au,450,,3136.26,Withdrawals & Transfers,ATM & EFTPOS
27/05/2024,Eftpos Debit                  26May11:50 Uber Eats* Eats\,59.99,,3586.26,Food & Beverage,Dining out
25/05/2024,Visa Purchase                 23May Coles 0471           Prospect,43.3,,3646.25,Food & Beverage,Food & Groceries
25/05/2024,Visa Purchase                 21May Paymate*Evies Laundr Adelaide,19,,3689.55,Home & Property,Services & Tradespeople
25/05/2024,Visa Purchase                 21May Paymate*Evies Laundr Adelaide,16.5,,3708.55,Home & Property,Services & Tradespeople
25/05/2024,Visa Purchase                 21May Paymate*Evies Laundr Adelaide,12,,3725.05,Home & Property,Services & Tradespeople
25/05/2024,Visa Purchase                 23May Coles 0471           Prospect,11,,3737.05,Food & Beverage,Food & Groceries
25/05/2024,Visa Purchase                 21May Paymate*Evies Laundr Adelaide,8,,3748.05,Home & Property,Services & Tradespeople
25/05/2024,Eftpos Debit                  25May12:04 Uber Eats* Eats\,7.01,,3756.05,Food & Beverage,Dining out
25/05/2024,Eftpos Debit                  25May09:04 Uber* Trip\,13.89,,3763.06,Transport & Travel,Taxi & Rental car
25/05/2024,Eftpos Debit                  25May06:24 Uber* Trip\,16.84,,3776.95,Transport & Travel,Taxi & Rental car
25/05/2024,Eftpos Debit                  24May22:11 Uber Eats* Eats\,75.16,,3793.79,Food & Beverage,Dining out
24/05/2024,Visa Purchase                 21May Amazon Marketplace A Sydney So,25.41,,3868.95,Retail & Personal,Retail (shopping)
24/05/2024,Visa Purchase                 20May Adelaide Metro Tap   Adelaide,2.4,,3894.36,Bills & Payments,Professional & Govt services
24/05/2024,Eftpos Debit                  24May19:58 Sussex Hotel          Walkerville  Sa Au,9.06,,3896.76,Food & Beverage,Beverages
24/05/2024,Osko Withdrawal               24May18:43 Ada,1400,,3905.82,Withdrawals & Transfers,Withdrawal
24/05/2024,Eftpos Debit                  24May18:10 The Cumby             Adelaide     Sa Au,12.13,,5305.82,Food & Beverage,Beverages
24/05/2024,Internet Deposit              24May17:34 From 0280074494440,,1400,5317.95,Deposits,Deposit
24/05/2024,Eftpos Debit                  24May10:40 Uber Eats* Eats\,55.27,,3917.95,Food & Beverage,Dining out
23/05/2024,Visa Purchase                 20May Amazon Marketplace A Sydney So,315.54,,3973.22,Retail & Personal,Retail (shopping)
23/05/2024,Atm Withdrawal                23May21:05 Banksa                Enfield Sa   5  Au,500,,4288.76,Withdrawals & Transfers,ATM & EFTPOS
23/05/2024,Eftpos Debit                  23May21:20 Uber* Trip\,8.76,,4788.76,Transport & Travel,Taxi & Rental car
23/05/2024,Internet Deposit              23May06:03 From 0280074494440,,500,4797.52,Deposits,Deposit
23/05/2024,Internet Deposit              23May06:03 From 0280074494440,,802.35,4297.52,Deposits,Deposit
23/05/2024,Eftpos Debit                  22May23:12 Uber* Trip\,10.61,,3495.17,Transport & Travel,Taxi & Rental car
22/05/2024,Visa Purchase                 20May Coles 0471           Prospect,197.58,,3505.78,Food & Beverage,Food & Groceries
22/05/2024,Eftpos Debit                  22May17:32 Spotlight Gepps Cro\Gepps Cross       Au,285.8,,3703.36,Home & Property,Furnishings
22/05/2024,Eftpos Debit                  22May17:09 Uber* Trip\,15.85,,3989.16,Transport & Travel,Taxi & Rental car
22/05/2024,Eftpos Debit                  22May13:45 Smp*The Red Mill Bakehhectorville05   Au,45.95,,4005.01,Food & Beverage,Food & Groceries
22/05/2024,Eftpos Debit                  22May10:06 Uber* Trip\,17.94,,4050.96,Transport & Travel,Taxi & Rental car
22/05/2024,Eftpos Debit                  21May23:05 Uber* Trip\,3,,4068.9,Transport & Travel,Taxi & Rental car
22/05/2024,Eftpos Credit                 21May23:02 Uber Eats* Eats\,,0.97,4071.9,Deposits,Deposit
22/05/2024,Eftpos Debit                  21May22:23 Uber Eats* Eats\,30.9,,4070.93,Food & Beverage,Dining out
21/05/2024,Visa Purchase                 18May Uber* Eats           Httpswww.,91.38,,4101.83,Food & Beverage,Dining out
21/05/2024,Visa Purchase                 17May Uber   *Eats         Sydney,63.4,,4193.21,Food & Beverage,Dining out
21/05/2024,Atm Withdrawal -Wbc           21May20:59 Westpac               Adelaide     5  Au,650,,4256.61,Withdrawals & Transfers,ATM & EFTPOS
21/05/2024,Eftpos Debit                  21May21:25 Uber* Trip\,18.86,,4906.61,Transport & Travel,Taxi & Rental car
20/05/2024,Visa Purchase                 17May Bws/123 Oconnell Str Nrth Adel,48,,4925.47,Food & Beverage,Beverages
20/05/2024,Eftpos Debit                  20May18:01 Uber* Trip\,8.59,,4973.47,Transport & Travel,Taxi & Rental car
20/05/2024,Eftpos Debit                  20May16:22 Sq *Clinic H          Adelaide     Sa Au,7,,4982.06,Retail & Personal,Medical & Personal care
20/05/2024,Eftpos Debit                  20May14:29 Otr Tranmere       \Tranmere          Au,60.98,,4989.06,Transport & Travel,Petrol
20/05/2024,Eftpos Debit                  20May13:43 Uber* Trip\,13.98,,5050.04,Transport & Travel,Taxi & Rental car
20/05/2024,Eftpos Debit                  18May20:49 Uber* Trip\,20.32,,5064.02,Transport & Travel,Taxi & Rental car
17/05/2024,Visa Purchase                 15May Coursra4L9025U9Vqv2G 650963988,74,,5084.34,Retail & Personal,Education & Training
17/05/2024,Eftpos Debit                  17May18:07 The Cumby             Adelaide     Sa Au,25.28,,5158.34,Food & Beverage,Beverages
17/05/2024,Atm Withdrawal                17May17:12 Banksa                Enfield Sa   5  Au,1600,,5183.62,Withdrawals & Transfers,ATM & EFTPOS
17/05/2024,Internet Deposit              17May16:08 From 0280074494440,,1450,6783.62,Deposits,Deposit
16/05/2024,Internet Deposit              16May06:03 From 0280074494440,,802.35,5333.62,Deposits,Deposit
9/05/2024,Internet Deposit              09May06:03 From 0280074494440,,500,4531.27,Deposits,Deposit
9/05/2024,Internet Deposit              09May06:03 From 0280074494440,,802.35,4031.27,Deposits,Deposit
2/05/2024,Internet Deposit              02May06:02 From 0280074494440,,802.35,3228.92,Deposits,Deposit
26/04/2024,Internet Deposit              25Apr06:03 From 0280074494440,,500,2426.57,Deposits,Deposit
26/04/2024,Internet Deposit              25Apr06:03 From 0280074494440,,802.35,1926.57,Deposits,Deposit
18/04/2024,Internet Deposit              18Apr06:01 From 0280074494440,,802.35,1124.22,Deposits,Deposit
17/04/2024,Internet Withdrawal           17Apr05:48 To 105-900 146868640,500,,321.87,Withdrawals & Transfers,Funds transfer
11/04/2024,Internet Deposit              11Apr06:03 From 0280074494440,,802.35,821.87,Deposits,Deposit
11/04/2024,Osko Withdrawal               10Apr22:11 Ada,7800,,19.52,Withdrawals & Transfers,Withdrawal
9/04/2024,Internet Deposit              09Apr16:44 From 0280074494440,,900,7819.52,Deposits,Deposit
9/04/2024,Atm Withdrawal                09Apr15:58 Atmx 139 Oconnell St   North Adelaid08Au,400,,6919.52,Withdrawals & Transfers,ATM & EFTPOS
9/04/2024,Atm Withdrawal                09Apr12:53 Rundle Place Os          Adelaide     Au,500,,7319.52,Withdrawals & Transfers,ATM & EFTPOS
4/04/2024,Internet Deposit              04Apr06:01 From 0280074494440,,802.35,7819.52,Deposits,Deposit
